name,position,record,team,year
Bill Conkright,Ends Coach,6-8-0,oti,1964
Hugh Taylor,Defensive Backs,6-8-0,oti,1964
Sammy Baugh,Head Coach,4-10-0,oti,1964
Hugh Taylor,Head Coach,4-10-0,oti,1965
Sammy Baugh,Offensive Backfield,4-10-0,oti,1965
Lou Rymkus,Offensive Line,4-10-0,oti,1965
Hugh Devore,Assistant Coach,4-10-0,oti,1966
Wally Lemm,Head Coach,3-11-0,oti,1966
Hugh Devore,Assistant Coach,3-11-0,oti,1967
Wally Lemm,Head Coach,9-4-1,oti,1967
Hugh Devore,Assistant Coach,9-4-1,oti,1968
Wally Lemm,Head Coach,7-7-0,oti,1968
Wally Lemm,Head Coach,6-6-2,oti,1969
Hugh Devore,Assistant Coach,6-6-2,oti,1969
Hugh Devore,Assistant Coach,6-6-2,oti,1970
Wally Lemm,Head Coach,3-10-1,oti,1970
Ed Hughes,Head Coach,4-9-1,oti,1971
George Dickson,Linebackers/Special Teams,4-9-1,oti,1971
Burnie Miller,Defensive Backs,4-9-1,oti,1971
Bill Peterson,Head Coach,1-13-0,oti,1972
Dan Henning,QB/Receivers Coach,1-13-0,oti,1972
Bill Peterson,Head Coach,0-5-0,oti,1973
Lew Carpenter,Receivers,0-5-0,oti,1973
King Hill,Quarterbacks,0-5-0,oti,1973
Larry Peccatiello,Linebackers,0-5-0,oti,1973
Burnie Miller,Defensive Coordinator,0-5-0,oti,1973
Sid Gillman,Head Coach,7-7-0,oti,1974
Bum Phillips,Defensive Coordinator,7-7-0,oti,1974
Ed Biles,Defensive Backs,7-7-0,oti,1974
Bum Phillips,Head Coach,10-4-0,oti,1975
Ed Biles,Defensive Coordinator,10-4-0,oti,1975
Sam Boghosian,Offensive Line,10-4-0,oti,1975
Larry Peccatiello,Linebackers,10-4-0,oti,1975
Richie Petitbon,Defensive Backs,10-4-0,oti,1975
King Hill,Offensive Coordinator,10-4-0,oti,1975
Richie Petitbon,Defensive Backs,10-4-0,oti,1976
Wade Phillips,Linebackers,10-4-0,oti,1976
Bum Phillips,Head Coach,5-9-0,oti,1976
King Hill,Offensive Coordinator,5-9-0,oti,1976
Ed Biles,Defensive Coordinator,5-9-0,oti,1976
Joe Bugel,Offensive Line,5-9-0,oti,1977
Bum Phillips,Head Coach,8-6-0,oti,1977
Ed Biles,Defensive Coordinator,8-6-0,oti,1977
Ken Shipp,Offensive Coordinator,8-6-0,oti,1977
Bum Phillips,Head Coach,10-6-0,oti,1978
Ed Biles,Defensive Coordinator,10-6-0,oti,1978
Ken Shipp,Offensive Coordinator,10-6-0,oti,1978
Joe Bugel,Offensive Line,10-6-0,oti,1978
Bum Phillips,Head Coach,11-5-0,oti,1979
Ed Biles,Defensive Coordinator,11-5-0,oti,1979
Joe Bugel,Offensive Line,11-5-0,oti,1979
Joe Bugel,Offensive Line,11-5-0,oti,1980
Bum Phillips,Head Coach,11-5-0,oti,1980
Ed Biles,Defensive Coordinator,11-5-0,oti,1980
Dick Nolan,Defensive Coordinator,11-5-0,oti,1981
Ed Biles,Head Coach,7-9-0,oti,1981
Jim Shofner,Offensive Coordinator,7-9-0,oti,1981
Ed Biles,Head Coach,1-8-0,oti,1982
Jim Shofner,Offensive Coordinator,1-8-0,oti,1982
Chuck Studley,Defensive Coordinator,1-8-0,oti,1983
Ed Biles,Head Coach,0-6-0,oti,1983
Kay Dalton,Offensive Coordinator,0-6-0,oti,1983
Jerry Glanville,Defensive Coordinator,0-6-0,oti,1984
Hugh Campbell,Head Coach,3-13-0,oti,1984
Kay Dalton,Offensive Coordinator,3-13-0,oti,1984
Jerry Glanville,Head Coach,0-2-0,oti,1985
Jerry Glanville,Defensive Coordinator,0-2-0,oti,1985
Joe Faragalli,Offensive Coordinator,0-2-0,oti,1985
Tom Bettis,Defensive Backs,0-2-0,oti,1986
Dick Jamieson,Offensive Coordinator,0-2-0,oti,1986
Jerry Glanville,Head Coach,5-11-0,oti,1986
Jerry Glanville,Head Coach,9-6-0,oti,1987
Tom Bettis,Defensive Backs,9-6-0,oti,1987
Dick Jamieson,Offensive Coordinator,9-6-0,oti,1987
Milt Jackson,Wide Receivers,9-6-0,oti,1988
Jerry Glanville,Head Coach,10-6-0,oti,1988
Kevin Gilbride,Offensive Coordinator,10-6-0,oti,1989
Floyd Reese,Linebackers,10-6-0,oti,1989
Jerry Glanville,Head Coach,9-7-0,oti,1989
Kevin Gilbride,Offensive Coordinator,9-7-0,oti,1990
Jack Pardee,Head Coach,9-7-0,oti,1990
Chris Palmer,Wide Receivers,9-7-0,oti,1990
Jim Eddy,Defensive Coordinator,9-7-0,oti,1990
Jack Pardee,Head Coach,11-5-0,oti,1991
Kevin Gilbride,Offensive Coordinator,11-5-0,oti,1991
Jim Eddy,Defensive Coordinator,11-5-0,oti,1991
Chris Palmer,Wide Receivers,11-5-0,oti,1991
Jack Pardee,Head Coach,10-6-0,oti,1992
Kevin Gilbride,Offensive Coordinator,10-6-0,oti,1992
Jim Eddy,Defensive Coordinator,10-6-0,oti,1992
Chris Palmer,Wide Receivers,10-6-0,oti,1992
Buddy Ryan,Defensive Coordinator,10-6-0,oti,1993
Tom Bettis,Defensive Backs,10-6-0,oti,1993
Kevin Gilbride,Offensive Coordinator,10-6-0,oti,1993
Jack Pardee,Head Coach,12-4-0,oti,1993
Tom Bettis,Defensive Backs,12-4-0,oti,1994
Dick Coury,Offensive Coordinator,12-4-0,oti,1994
Kevin Gilbride,Offensive Coordinator,12-4-0,oti,1994
Jeff Fisher,Head Coach,1-5-0,oti,1994
Jeff Fisher,Defensive Coordinator,1-5-0,oti,1994
Jeff Fisher,Head Coach,7-9-0,oti,1995
Larry Beightol,Offensive Line,7-9-0,oti,1995
Steve Sidwell,Defensive Coordinator,7-9-0,oti,1995
Jerry Rhome,Offensive Coordinator,7-9-0,oti,1995
Jeff Fisher,Head Coach,8-8-0,oti,1996
Steve Sidwell,Defensive Coordinator,8-8-0,oti,1996
Dick Coury,Offensive Assistant,8-8-0,oti,1996
Jerry Rhome,Offensive Coordinator,8-8-0,oti,1996
Jerry Gray,Defensive Quality Control,8-8-0,oti,1997
Les Steckel,Offensive Coordinator,8-8-0,oti,1997
Jeff Fisher,Head Coach,8-8-0,oti,1997
Gregg Williams,Defensive Coordinator,8-8-0,oti,1997
Jerry Gray,Defensive Quality Control,8-8-0,oti,1998
Les Steckel,Offensive Coordinator,8-8-0,oti,1998
Jeff Fisher,Head Coach,8-8-0,oti,1998
Gregg Williams,Defensive Coordinator,8-8-0,oti,1998
Jerry Gray,Defensive Backs,8-8-0,oti,1999
Jeff Fisher,Head Coach,13-3-0,oti,1999
Les Steckel,Offensive Coordinator,13-3-0,oti,1999
Gregg Williams,Defensive Coordinator,13-3-0,oti,1999
Jeff Fisher,Head Coach,13-3-0,oti,2000
Jerry Gray,Defensive Backs,13-3-0,oti,2000
Gregg Williams,Defensive Coordinator,13-3-0,oti,2000
Mike Heimerdinger,Offensive Coordinator,13-3-0,oti,2000
Jeff Fisher,Head Coach,7-9-0,oti,2001
Jim Schwartz,Defensive Coordinator,7-9-0,oti,2001
Mike Heimerdinger,Offensive Coordinator,7-9-0,oti,2001
Chuck Cecil,Defensive Assistant,7-9-0,oti,2001
Chuck Cecil,Defensive Assistant,7-9-0,oti,2002
Jim Schwartz,Defensive Coordinator,7-9-0,oti,2002
Mike Heimerdinger,Offensive Coordinator,7-9-0,oti,2002
Jeff Fisher,Head Coach,11-5-0,oti,2002
Chuck Cecil,Defensive Assistant,11-5-0,oti,2003
Jim Schwartz,Defensive Coordinator,11-5-0,oti,2003
Mike Heimerdinger,Offensive Coordinator,11-5-0,oti,2003
Jeff Fisher,Head Coach,12-4-0,oti,2003
Matt Burke,Administrative Assistant,12-4-0,oti,2004
Jim Schwartz,Defensive Coordinator,12-4-0,oti,2004
Jeff Fisher,Head Coach,5-11-0,oti,2004
Mike Heimerdinger,Offensive Coordinator,5-11-0,oti,2004
Norm Chow,Offensive Coordinator,5-11-0,oti,2005
Jeff Fisher,Head Coach,4-12-0,oti,2005
Matt Burke,Administrative Assistant,4-12-0,oti,2005
Jim Schwartz,Defensive Coordinator,4-12-0,oti,2005
Norm Chow,Offensive Coordinator,4-12-0,oti,2006
Jeff Fisher,Head Coach,8-8-0,oti,2006
Matt Burke,Defensive Quality Control,8-8-0,oti,2006
Jim Schwartz,Defensive Coordinator,8-8-0,oti,2006
Jeff Fisher,Head Coach,10-6-0,oti,2007
Norm Chow,Offensive Coordinator,10-6-0,oti,2007
Matt Burke,Defensive Quality Control,10-6-0,oti,2007
Jim Schwartz,Defensive Coordinator,10-6-0,oti,2007
Jeff Fisher,Head Coach,13-3-0,oti,2008
Jim Schwartz,Defensive Coordinator,13-3-0,oti,2008
Matt Burke,Defensive Quality Control,13-3-0,oti,2008
Mike Heimerdinger,Offensive Coordinator,13-3-0,oti,2008
Chuck Cecil,Defensive Coordinator,13-3-0,oti,2009
Jeff Fisher,Head Coach,8-8-0,oti,2009
Dowell Loggains,Offensive Quality Control,8-8-0,oti,2009
Dave McGinnis,Assistant Head Coach/Linebackers,8-8-0,oti,2009
Mike Munchak,Offensive Line,8-8-0,oti,2009
Mike Heimerdinger,Offensive Coordinator,8-8-0,oti,2009
Dowell Loggains,Quarterbacks,8-8-0,oti,2010
Dave McGinnis,Assistant Head Coach/Linebackers,8-8-0,oti,2010
Mike Munchak,Offensive Line,8-8-0,oti,2010
Chuck Cecil,Defensive Coordinator,8-8-0,oti,2010
Jeff Fisher,Head Coach,6-10-0,oti,2010
Mike Heimerdinger,Offensive Coordinator,6-10-0,oti,2010
Frank Bush,Linebackers,6-10-0,oti,2011
Chris Palmer,Offensive Coordinator,6-10-0,oti,2011
Mike Munchak,Head Coach,9-7-0,oti,2011
Jerry Gray,Defensive Coordinator,9-7-0,oti,2011
Chris Palmer,Offensive Coordinator,9-7-0,oti,2012
Mike Munchak,Head Coach,6-10-0,oti,2012
Jerry Gray,Defensive Coordinator,6-10-0,oti,2012
Frank Bush,Linebackers,6-10-0,oti,2012
Mike Munchak,Head Coach,7-9-0,oti,2013
Dowell Loggains,Offensive Coordinator,7-9-0,oti,2013
Sylvester Croom,Running Backs,7-9-0,oti,2013
Jerry Gray,Defensive Coordinator,7-9-0,oti,2013
Ken Whisenhunt,Head Coach,2-14-0,oti,2014
Ray Horton,Defensive Coordinator,2-14-0,oti,2014
Sylvester Croom,Running Backs,2-14-0,oti,2014
Jason Michael,Offensive Coordinator,2-14-0,oti,2014
Ken Whisenhunt,Head Coach,1-6-0,oti,2015
Ray Horton,Defensive Coordinator,1-6-0,oti,2015
Sylvester Croom,Running Backs,1-6-0,oti,2015
Jason Michael,Offensive Coordinator,1-6-0,oti,2015
Mike Mularkey,Head Coach,9-7-0,oti,2016
Terry Robiskie,Offensive Coordinator,9-7-0,oti,2016
Bob Bratkowski,Wide Receivers,9-7-0,oti,2016
Dick LeBeau,Defensive Coordinator,9-7-0,oti,2016
Mike Mularkey,Head Coach,9-7-0,oti,2017
Sylvester Croom,Running Backs,9-7-0,oti,2017
Jason Michael,Quarterbacks,9-7-0,oti,2017
Arthur Smith,Tight Ends,9-7-0,oti,2017
Terry Robiskie,Offensive Coordinator,9-7-0,oti,2017
Dick LeBeau,Defensive Coordinator,9-7-0,oti,2017
Matt LaFleur,Offensive Coordinator,9-7-0,oti,2018
Dean Pees,Defensive Coordinator,9-7-0,oti,2018
Mike Vrabel,Head Coach,9-7-0,oti,2018
Shane Bowen,Outside Linebackers,9-7-0,oti,2018
Arthur Smith,Tight Ends,9-7-0,oti,2018
Dean Pees,Defensive Coordinator,9-7-0,oti,2019
Arthur Smith,Offensive Coordinator,9-7-0,oti,2019
Mike Vrabel,Head Coach,9-7-0,oti,2019
Shane Bowen,Outside Linebackers,9-7-0,oti,2019
Todd Downing,Tight Ends,9-7-0,oti,2019
Arthur Smith,Offensive Coordinator,9-7-0,oti,2020
Mike Vrabel,Head Coach,11-5-0,oti,2020
Shane Bowen,Outside Linebackers,11-5-0,oti,2020
Todd Downing,Tight Ends,11-5-0,oti,2020
Jim Haslett,Inside Linebackers,11-5-0,oti,2020
Jim Haslett,Inside Linebackers,11-5-0,oti,2021
Jim Schwartz,Senior Defensive Asst.,11-5-0,oti,2021
Todd Downing,Offensive Coordinator,11-5-0,oti,2021
Mike Vrabel,Head Coach,12-5-0,oti,2021
Shane Bowen,Defensive Coordinator,12-5-0,oti,2021
Todd Downing,Offensive Coordinator,12-5-0,oti,2022
Mike Vrabel,Head Coach,7-10-0,oti,2022
Shane Bowen,Defensive Coordinator,7-10-0,oti,2022
Tim Kelly,Passing Game Coordinator,7-10-0,oti,2022
Jim Schwartz,Senior Defensive Asst.,7-10-0,oti,2022
Mike Vrabel,Head Coach,6-11-0,oti,2023
Shane Bowen,Defensive Coordinator,6-11-0,oti,2023
Tim Kelly,Offensive Coordinator,6-11-0,oti,2023
Justin Outten,Running Backs/RGC,6-11-0,oti,2023
Wayne Millner,Ends Coach,6-11-0,was,1946
Turk Edwards,Head Coach,5-5-1,was,1946
Herman Ball,Assistant Coach,5-5-1,was,1947
Wayne Millner,Ends Coach,5-5-1,was,1947
Clark Shaughnessy,Offensive Consultant,5-5-1,was,1947
Turk Edwards,Head Coach,4-8-0,was,1947
Herman Ball,Assistant Coach,4-8-0,was,1948
Wayne Millner,Ends Coach,4-8-0,was,1948
Turk Edwards,Head Coach,7-5-0,was,1948
Herman Ball,Head Coach,1-4-0,was,1949
Herman Ball,Head Coach,3-9-0,was,1950
Herman Ball,Head Coach,0-3-0,was,1951
Curly Lambeau,Head Coach,4-8-0,was,1952
Herman Ball,Assistant Coach,4-8-0,was,1952
Wayne Millner,Ends Coach,4-8-0,was,1952
Curly Lambeau,Head Coach,6-5-1,was,1953
Herman Ball,Assistant Coach,6-5-1,was,1953
Wayne Millner,Ends Coach,6-5-1,was,1953
Joe Kuharich,Head Coach,3-9-0,was,1954
Herman Ball,Assistant Coach,3-9-0,was,1954
Wayne Millner,Ends Coach,3-9-0,was,1954
Mike Nixon,Backfield Coach,3-9-0,was,1954
Joe Kuharich,Head Coach,8-4-0,was,1955
Dick Evans,Assistant,8-4-0,was,1955
Wayne Millner,Ends Coach,8-4-0,was,1955
Mike Nixon,Backfield Coach,8-4-0,was,1955
Dick Evans,Assistant,8-4-0,was,1957
Wayne Millner,Ends Coach,8-4-0,was,1957
Mike Nixon,Backfield Coach,8-4-0,was,1957
Joe Kuharich,Head Coach,5-6-1,was,1957
Joe Kuharich,Head Coach,4-7-1,was,1958
Dick Evans,Assistant,4-7-1,was,1958
Mike Nixon,Backfield Coach,4-7-1,was,1958
Mike Nixon,Head Coach,3-9-0,was,1959
Ernie Hefferle,Offensive Line,3-9-0,was,1959
Bill McPeak,Assistant Coach,3-9-0,was,1959
LaVern Torgeson,Defensive Assistant,3-9-0,was,1959
Mike Nixon,Head Coach,1-9-2,was,1960
Abe Gibron,Line Coach,1-9-2,was,1960
Bill McPeak,Assistant Coach,1-9-2,was,1960
LaVern Torgeson,Defensive Assistant,1-9-2,was,1960
Bill McPeak,Head Coach,1-12-1,was,1961
Abe Gibron,Line Coach,1-12-1,was,1961
Ted Marchibroda,Offensive Backs,1-12-1,was,1961
LaVern Torgeson,Defensive Backs,1-12-1,was,1961
Abe Gibron,Line Coach,1-12-1,was,1962
Ted Marchibroda,Offensive Backs,1-12-1,was,1962
Ray Willsey,Defensive Backs,1-12-1,was,1962
Bill McPeak,Head Coach,5-7-2,was,1962
Abe Gibron,Line Coach,5-7-2,was,1963
Ted Marchibroda,Offensive Coach,5-7-2,was,1963
Ray Willsey,Defensive Backs,5-7-2,was,1963
Bill McPeak,Head Coach,3-11-0,was,1963
Abe Gibron,Line Coach,3-11-0,was,1964
Ed Hughes,Defensive Backs,3-11-0,was,1964
Ted Marchibroda,Offensive Coach,3-11-0,was,1964
Bill McPeak,Head Coach,6-8-0,was,1964
George Wilson,Offensive Coordinator,6-8-0,was,1965
Bill McPeak,Head Coach,6-8-0,was,1965
Ed Hughes,Defensive Backs,6-8-0,was,1965
Ted Marchibroda,Offensive Coach,6-8-0,was,1965
Ernie Stautner,Assistant Coach,6-8-0,was,1965
Mike Scarry,Defensive Coordinator,6-8-0,was,1966
Otto Graham,Head Coach,7-7-0,was,1966
Don Doll,Assistant Coach,7-7-0,was,1966
Ed Hughes,Defensive Backs,7-7-0,was,1966
Mike McCormack,Line Coach,7-7-0,was,1966
Otto Graham,Head Coach,5-6-3,was,1967
Mike Scarry,Defensive Coordinator,5-6-3,was,1967
Don Doll,Assistant Coach,5-6-3,was,1967
Ed Hughes,Defensive Backs,5-6-3,was,1967
Mike McCormack,Line Coach,5-6-3,was,1967
Otto Graham,Head Coach,5-9-0,was,1968
Mike Scarry,Defensive Coordinator,5-9-0,was,1968
Don Doll,Defensive Backs,5-9-0,was,1968
Mike McCormack,Line Coach,5-9-0,was,1968
Bill Austin,Offensive Line,5-9-0,was,1969
Vince Lombardi,Head Coach,7-5-2,was,1969
Harland Svare,Defensive Coordinator,7-5-2,was,1969
Lew Carpenter,Receivers,7-5-2,was,1970
Bill Austin,Head Coach,6-8-0,was,1970
Harland Svare,Defensive Coordinator,6-8-0,was,1970
LaVern Torgeson,Defensive Coordinator,6-8-0,was,1971
Marv Levy,Special Teams,6-8-0,was,1971
Mike McCormack,Offensive Line,6-8-0,was,1971
Charley Winner,Defensive Coach,6-8-0,was,1971
Ted Marchibroda,Offensive Coordinator,6-8-0,was,1971
George Allen,Head Coach,9-4-1,was,1971
Ralph Hawkins,Defensive Backs,9-4-1,was,1972
George Allen,Head Coach,11-3-0,was,1972
Ted Marchibroda,Offensive Coordinator,11-3-0,was,1972
LaVern Torgeson,Defensive Coordinator,11-3-0,was,1972
Bill Austin,Offensive Line,11-3-0,was,1973
Ralph Hawkins,Defensive Backs,11-3-0,was,1973
Charlie Waller,Offensive Backfield,11-3-0,was,1973
George Allen,Head Coach,10-4-0,was,1973
Ted Marchibroda,Offensive Coordinator,10-4-0,was,1973
LaVern Torgeson,Defensive Coordinator,10-4-0,was,1973
George Allen,Head Coach,10-4-0,was,1974
Bill Austin,Offensive Line,10-4-0,was,1974
Ted Marchibroda,Offensive Coordinator,10-4-0,was,1974
LaVern Torgeson,Defensive Coordinator,10-4-0,was,1974
Bill Austin,Offensive Line,10-4-0,was,1975
Ralph Hawkins,Defensive Backs,10-4-0,was,1975
Joe Walton,Running Backs,10-4-0,was,1975
George Allen,Head Coach,8-6-0,was,1975
Charlie Waller,Offensive Coordinator,8-6-0,was,1975
LaVern Torgeson,Defensive Coordinator,8-6-0,was,1975
George Allen,Head Coach,10-4-0,was,1976
Bill Austin,Offensive Line,10-4-0,was,1976
Ralph Hawkins,Defensive Backs,10-4-0,was,1976
Joe Walton,Running Backs,10-4-0,was,1976
Charlie Waller,Offensive Coordinator,10-4-0,was,1976
LaVern Torgeson,Defensive Coordinator,10-4-0,was,1976
Charlie Waller,Offensive Coordinator,10-4-0,was,1977
Bill Austin,Offensive Line,10-4-0,was,1977
George Allen,Head Coach,9-5-0,was,1977
LaVern Torgeson,Defensive Coordinator,9-5-0,was,1977
Jack Pardee,Head Coach,8-8-0,was,1978
George Dickson,Offensive Backs,8-8-0,was,1978
Richie Petitbon,Defensive Backs,8-8-0,was,1978
Richard Urich,Defensive Coordinator,8-8-0,was,1978
Joe Walton,Offensive Coordinator,8-8-0,was,1978
Jack Pardee,Head Coach,10-6-0,was,1979
Richard Urich,Defensive Coordinator,10-6-0,was,1979
George Dickson,Linebackers,10-6-0,was,1979
Fred OConnor,Offensive Backs,10-6-0,was,1979
Richie Petitbon,Defensive Backs,10-6-0,was,1979
Joe Walton,Offensive Coordinator,10-6-0,was,1979
Joe Walton,Offensive Coordinator,10-6-0,was,1980
Richard Urich,Defensive Coordinator,10-6-0,was,1980
George Dickson,Linebackers,10-6-0,was,1980
Fred OConnor,Offensive Backs,10-6-0,was,1980
Richie Petitbon,Defensive Backs,10-6-0,was,1980
Jack Pardee,Head Coach,6-10-0,was,1980
Don Breaux,Running Backs,6-10-0,was,1981
Joe Gibbs,Head Coach,8-8-0,was,1981
Richie Petitbon,Defensive Coordinator,8-8-0,was,1981
Joe Bugel,Offensive Coordinator,8-8-0,was,1981
Joe Gibbs,Head Coach,8-1-0,was,1982
Don Breaux,Running Backs,8-1-0,was,1982
Richie Petitbon,Defensive Coordinator,8-1-0,was,1982
Joe Bugel,Offensive Coordinator,8-1-0,was,1982
Richie Petitbon,Defensive Coordinator,8-1-0,was,1983
Joe Gibbs,Head Coach,14-2-0,was,1983
Joe Bugel,Offensive Coordinator,14-2-0,was,1983
Don Breaux,Running Backs,14-2-0,was,1983
Larry Peccatiello,Defensive Coordinator,14-2-0,was,1984
Richie Petitbon,Defensive Coordinator,14-2-0,was,1984
Joe Gibbs,Head Coach,11-5-0,was,1984
Don Breaux,Running Backs,11-5-0,was,1984
Jerry Rhome,Quarterbacks,11-5-0,was,1984
LaVern Torgeson,Defensive Line,11-5-0,was,1984
Joe Bugel,Offensive Coordinator,11-5-0,was,1984
Larry Peccatiello,Defensive Coordinator,11-5-0,was,1985
Richie Petitbon,Defensive Coordinator,11-5-0,was,1985
Joe Gibbs,Head Coach,10-6-0,was,1985
Don Breaux,Running Backs,10-6-0,was,1985
Jerry Rhome,Quarterbacks,10-6-0,was,1985
LaVern Torgeson,Defensive Line,10-6-0,was,1985
Joe Bugel,Offensive Coordinator,10-6-0,was,1985
Larry Peccatiello,Defensive Coordinator,10-6-0,was,1986
Richie Petitbon,Defensive Coordinator,10-6-0,was,1986
Joe Gibbs,Head Coach,12-4-0,was,1986
Don Breaux,Running Backs,12-4-0,was,1986
Joe Bugel,Offensive Coordinator,12-4-0,was,1986
Larry Peccatiello,Defensive Coordinator,12-4-0,was,1987
Richie Petitbon,Defensive Coordinator,12-4-0,was,1987
Joe Bugel,Offensive Coordinator,12-4-0,was,1987
Don Breaux,Running Backs,12-4-0,was,1987
Joe Gibbs,Head Coach,11-4-0,was,1987
Larry Peccatiello,Defensive Coordinator,11-4-0,was,1988
Richie Petitbon,Defensive Coordinator,11-4-0,was,1988
Joe Bugel,Offensive Coordinator,11-4-0,was,1988
Don Breaux,Running Backs,11-4-0,was,1988
Emmitt Thomas,Secondary,11-4-0,was,1988
LaVern Torgeson,Defensive Line,11-4-0,was,1988
Joe Gibbs,Head Coach,7-9-0,was,1988
Larry Peccatiello,Defensive Coordinator,7-9-0,was,1989
Richie Petitbon,Defensive Coordinator,7-9-0,was,1989
Don Breaux,Running Backs,7-9-0,was,1989
Joe Gibbs,Head Coach,10-6-0,was,1989
Joe Bugel,Offensive Coordinator,10-6-0,was,1989
Larry Peccatiello,Defensive Coordinator,10-6-0,was,1990
Richie Petitbon,Defensive Coordinator,10-6-0,was,1990
Don Breaux,Running Backs,10-6-0,was,1990
Joe Gibbs,Head Coach,10-6-0,was,1990
Larry Peccatiello,Defensive Coordinator,10-6-0,was,1991
Richie Petitbon,Defensive Coordinator,10-6-0,was,1991
Don Breaux,Running Backs,10-6-0,was,1991
Joe Gibbs,Head Coach,14-2-0,was,1991
Larry Peccatiello,Defensive Coordinator,14-2-0,was,1992
Richie Petitbon,Defensive Coordinator,14-2-0,was,1992
Don Breaux,Running Backs,14-2-0,was,1992
Joe Gibbs,Head Coach,9-7-0,was,1992
Richie Petitbon,Head Coach,4-12-0,was,1993
Don Breaux,Running Backs,4-12-0,was,1993
Rod Dowhower,Offensive Coordinator,4-12-0,was,1993
Larry Peccatiello,Defensive Coordinator,4-12-0,was,1993
Cam Cameron,Quarterbacks,4-12-0,was,1994
Norv Turner,Head Coach,3-13-0,was,1994
Ron Lynn,Defensive Coordinator,3-13-0,was,1994
Cam Cameron,Quarterbacks,3-13-0,was,1995
Norv Turner,Head Coach,6-10-0,was,1995
Ron Lynn,Defensive Coordinator,6-10-0,was,1995
Cam Cameron,Quarterbacks,6-10-0,was,1996
Norv Turner,Head Coach,9-7-0,was,1996
Ron Lynn,Defensive Coordinator,9-7-0,was,1996
Norv Turner,Head Coach,8-7-1,was,1997
Mike Nolan,Defensive Coordinator,8-7-1,was,1997
Bobby Jackson,Running Backs,8-7-1,was,1997
Norv Turner,Head Coach,6-10-0,was,1998
Mike Nolan,Defensive Coordinator,6-10-0,was,1998
Bobby Jackson,Running Backs,6-10-0,was,1998
Bobby Jackson,Running Backs,6-10-0,was,1999
Norv Turner,Head Coach,10-6-0,was,1999
Mike Nolan,Defensive Coordinator,10-6-0,was,1999
Foge Fazio,Linebackers,10-6-0,was,2000
Ray Rhodes,Defensive Coordinator,10-6-0,was,2000
Terry Robiskie,Head Coach,1-2-0,was,2000
Pete Carmichael,Quality Control,1-2-0,was,2001
Jimmy Raye,Offensive Coordinator,1-2-0,was,2001
Kurt Schottenheimer,Defensive Coordinator,1-2-0,was,2001
Marty Schottenheimer,Head Coach,8-8-0,was,2001
Paul Guenther,Offensive Assistant,8-8-0,was,2002
Hue Jackson,Running Backs,8-8-0,was,2002
Steve Spurrier,Head Coach,7-9-0,was,2002
Marvin Lewis,Defensive Coordinator,7-9-0,was,2002
Paul Guenther,Offensive Assistant,7-9-0,was,2003
Steve Spurrier,Head Coach,5-11-0,was,2003
George Edwards,Defensive Coordinator,5-11-0,was,2003
Hue Jackson,Offensive Coordinator,5-11-0,was,2003
Joe Gibbs,Head Coach,6-10-0,was,2004
Don Breaux,Offensive Coordinator,6-10-0,was,2004
Gregg Williams,Defensive Coordinator,6-10-0,was,2004
Greg Blache,Defensive Line,6-10-0,was,2004
Joe Gibbs,Head Coach,10-6-0,was,2005
Greg Blache,Defensive Line,10-6-0,was,2005
Gregg Williams,Defensive Coordinator,10-6-0,was,2005
Don Breaux,Offensive Coordinator,10-6-0,was,2005
Joe Gibbs,Head Coach,5-11-0,was,2006
Greg Blache,Defensive Line,5-11-0,was,2006
Gregg Williams,Defensive Coordinator,5-11-0,was,2006
Don Breaux,Offensive Coordinator,5-11-0,was,2006
Al Saunders,Offensive Coordinator,5-11-0,was,2006
Greg Blache,Defensive Line,5-11-0,was,2007
Gregg Williams,Defensive Coordinator,5-11-0,was,2007
Don Breaux,Offensive Coordinator,5-11-0,was,2007
Al Saunders,Offensive Coordinator,5-11-0,was,2007
Joe Gibbs,Head Coach,9-7-0,was,2007
Sherman Smith,Offensive Coordinator,9-7-0,was,2008
Jim Zorn,Head Coach,8-8-0,was,2008
Greg Blache,Defensive Coordinator,8-8-0,was,2008
Joe Bugel,Offensive Line,8-8-0,was,2008
Jerry Gray,Secondary,8-8-0,was,2008
Arthur Smith,Defensive Quality Assistant,8-8-0,was,2008
Jim Zorn,Head Coach,4-12-0,was,2009
Sherman Smith,Offensive Coordinator,4-12-0,was,2009
Greg Blache,Defensive Coordinator,4-12-0,was,2009
Joe Bugel,Offensive Line,4-12-0,was,2009
Jerry Gray,Secondary,4-12-0,was,2009
Sherman Lewis,Offensive Assistant,4-12-0,was,2009
Jim Haslett,Defensive Coordinator,4-12-0,was,2010
Kyle Shanahan,Offensive Coordinator,4-12-0,was,2010
Mike Shanahan,Head Coach,6-10-0,was,2010
Chris Foerster,Offensive Line,6-10-0,was,2010
Mike Shanahan,Head Coach,5-11-0,was,2011
Jim Haslett,Defensive Coordinator,5-11-0,was,2011
Kyle Shanahan,Offensive Coordinator,5-11-0,was,2011
Chris Foerster,Offensive Line,5-11-0,was,2011
Chris Foerster,Offensive Line,5-11-0,was,2012
Jim Haslett,Defensive Coordinator,5-11-0,was,2012
Kyle Shanahan,Offensive Coordinator,5-11-0,was,2012
Mike Shanahan,Head Coach,10-6-0,was,2012
Jim Haslett,Defensive Coordinator,10-6-0,was,2013
Kyle Shanahan,Offensive Coordinator,10-6-0,was,2013
